s_no,date,created_at,id_str,screen_name,user_location,geo-tagged_place,tweet_text,tweet_tokenized,tweet_cleaned,tweet_filtered,tweet_lemmatized,tweet_mentioned_organizations,tweet_tags_classified,tweet_orgs_classified,retweet_count,fav_count,hashtags,urls,mentions,vader_polarity
25,2021-02-25,Thu Feb 25 22:55:23 +0000 2021,1365072932217626625,pizzahut,United States,Not Geo-tagged,"b""@pieeatingchamp Oh no! Would you mind sending us a private message with your contact info and the store's address so we can look into this? https://t.co/PQtSXiQxeo""",$MENTION$ Oh no! Would you mind sending us a private message with your contact info and the store's address so we can look into this? $URL$,Oh no! Would you mind sending us a private message with your contact info and the store's address so we can look into this?,oh would mind sending private message contact info store address look,oh would mind send private message contact info store address look,[],{},{},0,0,[],https://twitter.com/messages/compose?recipient_id=11018442,['Chris'],0.0
13,2021-02-25,Thu Feb 25 23:24:59 +0000 2021,1365080380248907783,CBIZNewEngland,Massachusetts and Rhode Island,Not Geo-tagged,b'Assess Today\xe2\x80\x99s Risks So They Don\xe2\x80\x99t Become Tomorrow\xe2\x80\x99s Problems: https://t.co/M3QCFHZTR1 #portfoliocompanies #revrec #revenuerecognition',Assess Todays Risks So They Dont Become Tomorrows Problems: $URL$ $HASHTAG$ $HASHTAG$ $HASHTAG$,Assess Today s Risks So They Don t Become Tomorrow s Problems,assess today risks so they don become tomorrow problems,assess today risk so don become tomorrow problem,[],{},{},0,1,"['portfoliocompanies', 'revrec', 'revenuerecognition']",https://hubs.ly/H0GFc8q0,[],-0.5859
16,2021-02-25,Thu Feb 25 23:10:59 +0000 2021,1365076856735686659,IamARoosterMAN,"Duluth, MN",Not Geo-tagged,b'@TheGhostlyJFK @hugolowell People on those tours? During those tours? Who gave the tours? Anyone on the force involved? What elected officials or aids? We deserve this info ASAP. It should not be held private.',$MENTION$ $MENTION$ People on those tours? During those tours? Who gave the tours? Anyone on the force involved? What elected officials or aids? We deserve this info ASAP. It should not be held private.,People on those tours? During those tours? Who gave the tours? Anyone on the force involved? What elected officials or aids? We deserve this info ASAP. It should not be held private.,people tours during tours who gave tours anyone force involved what elected officials aids we deserve info asap it held private,people tour during tour who give tour anyone force involve what elect official aids deserve info asap hold private,[],{},{},8,236,[],,"['The Ghost Of John Kennedy', 'Hugo Lowell']",0.0
1,2021-02-25,Thu Feb 25 23:56:14 +0000 2021,1365088244556267531,iWebzConnect,,Not Geo-tagged,b'Sandstorm is an open-source platform that enables non-technical end users to install and run productivity apps on private servers. Install Sandstorm apps on Ubuntu in Amazon EC2 within 10 minutes. https://t.co/In1M7HPnSS',Sandstorm is an open-source platform that enables non-technical end users to install and run productivity apps on private servers. Install Sandstorm apps on Ubuntu in Amazon EC2 within $NUMBER$ minutes. $URL$,Sandstorm is an open-source platform that enables non-technical end users to install and run productivity apps on private servers. Install Sandstorm apps on Ubuntu in Amazon EC2 within minutes.,sandstorm open source platform enables non technical end users install run productivity apps private servers install sandstorm apps ubuntu amazon ec within minutes,sandstorm open source platform enable non technical end user install run productivity app private server install sandstorm app ubuntu amazon ec within minute,[],{},{},0,0,[],https://buff.ly/2ImCNrO,[],0.1779
4,2021-02-25,Thu Feb 25 23:49:25 +0000 2021,1365086530512035843,BalticShoresIG,"Auburn, IN",Not Geo-tagged,"b'As more people start to discover $DRNK \xe2\x80\x9cNoHo Inc.\xe2\x80\x9d &amp; $SNNC \xe2\x80\x9cSibannac Inc\xe2\x80\x9d, it\xe2\x80\x99s important to make sure you share REAL info. There are 2 Sibannac\xe2\x80\x99s, one is the public traded co. SNNC https://t.co/tDzz6wIl4T and the other is private, no ticker, https://t.co/MhlqOiu3Ag ...more \xf0\x9f\x91\x87'","As more people start to discover $DRNK NoHo Inc. &amp; $SNNC Sibannac Inc, its important to make sure you share REAL info. There are $NUMBER$ Sibannacs, one is the public traded co. SNNC $URL$ and the other is private, no ticker, $URL$ ...more $EMOJI$","As more people start to discover $DRNK NoHo Inc. &amp; $SNNC Sibannac Inc , it s important to make sure you share REAL info. There are Sibannac s, one is the public traded co. SNNC and the other is private, no ticker, ..more",as people start discover drnk noho inc snnc sibannac inc important make sure share real info there sibannac one public traded snnc private ticker,as people start discover drnk noho inc snnc sibannac inc important make sure share real info there sibannac one public trade snnc private ticker,[],{},{},1,3,[],"http://snncinc.com, http://sibannac.com",[],0.4767
46,2021-02-25,Thu Feb 25 21:47:07 +0000 2021,1365055750356238337,Allstate,,Not Geo-tagged,"b'@ThereGO_JASMINE We are sorry to hear this. Please private message us a bit more info, so we can look into this. ^SE https://t.co/vYIVrwsUyL'","$MENTION$ We are sorry to hear this. Please private message us a bit more info, so we can look into this. ^SE $URL$","We are sorry to hear this. Please private message us a bit more info, so we can look into this. ^SE",we sorry hear please private message bit info look se,sorry hear please private message bit info look se,[],{},{},0,0,[],https://twitter.com/messages/compose?recipient_id=14275290,"[""👑Ja'Niyah Mommy 💕""]",0.3237
31,2021-02-25,Thu Feb 25 22:53:30 +0000 2021,1365072460241059840,MikeT_Pops,"West Midlands, England",Not Geo-tagged,b'@Rogred76 @Mrsshaw0607 @dancingshoes06 She has had lots of stick for quite a while does she not wonder why? She believes people love and worship her. For me she puts too much private info on.',$MENTION$ $MENTION$ $MENTION$ She has had lots of stick for quite a while does she not wonder why? She believes people love and worship her. For me she puts too much private info on.,She has had lots of stick for quite a while does she not wonder why? She believes people love and worship her. For me she puts too much private info on.,she lots stick quite wonder she believes people love worship for puts much private info,lot stick quite wonder believe people love worship for put much private info,[],{},{},0,0,[],,"['Rog', 'katrina💙❤💙', 'Lisa J']",0.7506
45,2021-02-25,Thu Feb 25 21:55:24 +0000 2021,1365057837324513281,CBIZNewEngland,Massachusetts and Rhode Island,Not Geo-tagged,b'The Latest Final Section 163(j) Regulations and Their Impact on Private Equity/Venture Capital: https://t.co/FhRpB9oTaL #privateequity #venturecapital #section163j #businessinterest',The Latest Final Section $NUMBER$(j) Regulations and Their Impact on Private Equity/Venture Capital: $URL$ $HASHTAG$ $HASHTAG$ $HASHTAG$ $HASHTAG$,The Latest Final Section (j) Regulations and Their Impact on Private Equity/Venture Capital,the latest final section regulations their impact private equity venture capital,the late final section regulation impact private equity venture capital,[],{},{},1,0,"['privateequity', 'venturecapital', 'section163j', 'businessinterest']",https://hubs.ly/H0GFcHM0,[],0.0
32,2021-02-25,Thu Feb 25 22:53:17 +0000 2021,1365072403626393600,DanceWithDaphne,Great Lakes or ✈️me to you,Not Geo-tagged,"b'@TAinLA1 I am not totally sure who this is, but I will take your word for  it!  DM me to confirm who you are and I will send you my private twitter info\xf0\x9f\x98\x98\xf0\x9f\x98\x98'","$MENTION$ I am not totally sure who this is, but I will take your word for it! DM me to confirm who you are and I will send you my private twitter info$EMOJI$$EMOJI$","I am not totally sure who this is, but I will take your word for it! DM me to confirm who you are and I will send you my private twitter info",totally sure take word dm confirm send private twitter info,totally sure take word dm confirm send private twitter info,[],{},{},0,0,[],,['TA in LA'],-0.2219
38,2021-02-25,Thu Feb 25 22:29:02 +0000 2021,1365066302331707392,WallStreetOasis,Midtown | Mayfair,Not Geo-tagged,"b""WSO's Private Equity Interview 2-Day Bootcamp - OPEN NOW.\n\nMarch 6th + 7th - Only 30 Seats Available. \n\nMore info / sign up: https://t.co/dzefyXmLq8\n\n#privateequity #buyside https://t.co/hBvBdAQzKJ""",WSO's Private Equity Interview $NUMBER$-Day Bootcamp - OPEN NOW. March $NUMBER$th + $NUMBER$th - Only $NUMBER$ Seats Available. More info / sign up: $URL$ $HASHTAG$ $HASHTAG$ $URL$,WSO's Private Equity Interview -Day Bootcamp - OPEN NOW. March th + th - Only Seats Available. More info / sign up,wso private equity interview day bootcamp open now march only seats available more info sign,wso private equity interview day bootcamp open now march only seat available more info sign,[],{},{},0,0,"['privateequity', 'buyside']",https://bit.ly/3aS0WSE,[],0.0
18,2021-02-25,Thu Feb 25 23:07:46 +0000 2021,1365076047683858438,LSDHivemind,galar,Not Geo-tagged,b'did like private info of my deepest darkest secrets get leaked or something? nobody in my personal life is responding to my txts https://t.co/PXHRRyKN4N',did like private info of my deepest darkest secrets get leaked or something? nobody in my personal life is responding to my txts $URL$,did like private info of my deepest darkest secrets get leaked or something? nobody in my personal life is responding to my txts,like private info deepest darkest secrets get leaked something nobody personal life responding txts,like private info deepest dark secret get leak something nobody personal life respond txts,[],{},{},0,1,[],,[],-0.4588
6,2021-02-25,Thu Feb 25 23:40:24 +0000 2021,1365084258948288514,psychestandard,,Not Geo-tagged,"b""Internet 1995-2010: Don't share your private info online, not even your name! Creat a nickname instead! :)\n\nNow: WHAT?! What are you hiding?! You won't even tell me your name?! Are you some freak or crack dealer?! \n\nPrivacy is really a thing of the past eh?""","Internet $NUMBER$-2010: Don't share your private info online, not even your name! Creat a nickname instead! :) Now: WHAT?! What are you hiding?! You won't even tell me your name?! Are you some freak or crack dealer?! Privacy is really a thing of the past eh?","Internet -2010 Do not share your private info online, not even your name! Creat a nickname instead! ) Now WHAT?! What are you hiding?! You wo not even tell me your name?! Are you some freak or crack dealer?! Privacy is really a thing of the past eh?",internet do share private info online even name creat nickname instead now what what hiding you even tell name are freak crack dealer privacy really thing past,internet do share private info online even name creat nickname instead now what what hide even tell name be freak crack dealer privacy really thing past,[],{},{},0,1,[],,[],-0.8448
