s_no,date,created_at,id_str,screen_name,user_location,geo-tagged_place,tweet_text,tweet_tokenized,tweet_cleaned,tweet_filtered,tweet_lemmatized,tweet_mentioned_organizations,tweet_tags_classified,tweet_orgs_classified,retweet_count,fav_count,hashtags,urls,mentions,vader_polarity
1,2021-02-24,Wed Feb 24 23:53:13 +0000 2021,1364725097060331522,surly958,Argyll Scotland.,Not Geo-tagged,"b""As some have said already one's medical history is a very private thing. Even a normal passport has very little personal info in it. https://t.co/pWDU6yntG4""",As some have said already one's medical history is a very private thing. Even a normal passport has very little personal info in it. $URL$,As some have said already one's medical history is a very private thing. Even a normal passport has very little personal info in it.,as said already one medical history private thing even normal passport little personal info,as say already one medical history private thing even normal passport little personal info,[],{},{},0,0,[],https://twitter.com/EssexPR/status/1364601026603601923,[],0.0
7,2021-02-24,Wed Feb 24 23:31:03 +0000 2021,1364719519529373698,Nightmusics,,Not Geo-tagged,"b""@soundcube Do you do commissions at all? Or have contact info? I'm a web developer looking to pay or barter for some raven-themed art for a project. My private messages are open.""",$MENTION$ Do you do commissions at all? Or have contact info? I'm a web developer looking to pay or barter for some raven-themed art for a project. My private messages are open.,Do you do commissions at all? Or have contact info? I'm a web developer looking to pay or barter for some raven-themed art for a project. My private messages are open.,do commissions or contact info web developer looking pay barter raven themed art project my private messages open,do commission or contact info web developer look pay barter raven themed art project private message open,[],{},{},1,2,[],,['jon adams'],-0.1926
3,2021-02-24,Wed Feb 24 23:44:56 +0000 2021,1364723013497876481,HessRealtor,"Slidell, LA",Not Geo-tagged,b'#FollowYourDreamHome\xe2\x9c\xa8 to this beautiful custom built home on 1.98 acres!\n\nContact me to schedule a private tour!\n\xe2\x98\x8e\xef\xb8\x8f(985) 285-6652\n\nListing courtesy of Janice O\xe2\x80\x99berry\nInfo Provided By Karen Hess\n\n\xf0\x9f\x93\xb2https://t.co/bl87qUEBrK\n\n#PearlRiverRealEstate #KarenHessRealtor',$HASHTAG$$EMOJI$ to this beautiful custom built home on $NUMBER$ acres! Contact me to schedule a private tour! $EMOJI$(985) $NUMBER$-6652 Listing courtesy of Janice Oberry Info Provided By Karen Hess $EMOJI$$URL$ $HASHTAG$ $HASHTAG$,to this beautiful custom built home on acres! Contact me to schedule a private tour! (985) -6652 Listing courtesy of Janice O berry Info Provided By Karen Hess,beautiful custom built home acres contact schedule private tour listing courtesy janice berry info provided by karen hess,beautiful custom build home acre contact schedule private tour listing courtesy janice berry info provide by karen hess,[],{},{},0,0,"['FollowYourDreamHome', 'PearlRiverRealEstate', 'KarenHessRealtor']",https://karenhess.evrealestate.com/ListingDetails/70042-ARCHIE-SINGLETARY-Road-Pearl-River-LA-70452/2287666,[],0.7896
12,2021-02-24,Wed Feb 24 23:22:49 +0000 2021,1364717449623592960,prieta_84,"Melrose Park, IL",Not Geo-tagged,b'@pulte @pulte I just need help finding a private investigator if you know any goods one please I need info trying to find my brother who went missing almost 6 years ago \xf0\x9f\x99\x8f\xf0\x9f\x8f\xbd\xf0\x9f\x99\x8f\xf0\x9f\x8f\xbd',$MENTION$ $MENTION$ I just need help finding a private investigator if you know any goods one please I need info trying to find my brother who went missing almost $NUMBER$ years ago $EMOJI$$EMOJI$$EMOJI$$EMOJI$,I just need help finding a private investigator if you know any goods one please I need info trying to find my brother who went missing almost years ago,need help finding private investigator know goods one please need info trying find brother went missing almost years ago,need help find private investigator know good one please need info try find brother go missing almost year ago,[],{},{},0,0,[],,"['Pulte', 'Pulte']",0.4215
17,2021-02-24,Wed Feb 24 23:04:05 +0000 2021,1364712733103521796,vpatrickgroup,"123 E Court Street, Urbana, OH",Not Geo-tagged,"b'\xf0\x9f\x93\xa2 NEW PRICE! $79,900 ~ Give us a call for your private showing today!\n\xf0\x9f\x93\xb2 (937) 652-1100\n\xf0\x9f\x96\xa5\xef\xb8\x8f More Info: https://t.co/G36zEYXxnN https://t.co/rOq0nyE7lq https://t.co/FZNzi07QRs'","$EMOJI$ NEW PRICE! $79,900 ~ Give us a call for your private showing today! $EMOJI$ (937) $NUMBER$-1100 $EMOJI$ More Info: $URL$ $URL$ $URL$","NEW PRICE! $79,900 ~ Give us a call for your private showing today! (937) -1100 More Info",new price give call private showing today more info,new price give call private showing today more info,[],{},{},0,0,[],"https://210WWardSt.auto.remax.com/, http://www.facebook.com/213721108678615_3968862889831066",[],0.0
9,2021-02-24,Wed Feb 24 23:30:05 +0000 2021,1364719275760517124,VervainVanity,"Bolgia 1, Circle 8, Hell",Not Geo-tagged,"b""I might start a wiki for Apocrypha... Just a private one for my own reference. We're currently using a google doc for the info which is getting super cluttery, and there's a lot of missing and scattered info, ahaha.""","I might start a wiki for Apocrypha... Just a private one for my own reference. We're currently using a google doc for the info which is getting super cluttery, and there's a lot of missing and scattered info, ahaha.","I might start a wiki for Apocrypha.. Just a private one for my own reference. We're currently using a google doc for the info which is getting super cluttery, and there's a lot of missing and scattered info, ahaha.",might start wiki apocrypha just private one reference we currently using google doc info getting super cluttery lot missing scattered info ahaha,may start wiki apocrypha just private one reference currently use google doc info get super cluttery lot miss scatter info ahaha,[],{},{},0,6,[],,[],0.4019
10,2021-02-24,Wed Feb 24 23:29:07 +0000 2021,1364719031488565258,TubaBecoming,,Not Geo-tagged,b'@Tseday He is attacking people on Facebook in private messages. Let me know of you require more info. https://t.co/53EMJex5DQ',$MENTION$ He is attacking people on Facebook in private messages. Let me know of you require more info. $URL$,He is attacking people on Facebook in private messages. Let me know of you require more info.,he attacking people facebook private messages let know require info,attack people facebook private message let know require info,[],{},{},1,8,[],,['ፀደይ 𝕋𝕤𝕖𝕕𝕒𝕪 - SAVE TIGRAY'],-0.4588
46,2021-02-24,Wed Feb 24 21:45:01 +0000 2021,1364692836059410437,rashobeast,he/moon ★ 21 (read carrd byf),Not Geo-tagged,b'why is my high school giving my private info away can they even do that',why is my high school giving my private info away can they even do that,why is my high school giving my private info away can they even do that,high school giving private info away even,high school give private info away even,[],{},{},0,0,[],,[],0.34
21,2021-02-24,Wed Feb 24 22:55:52 +0000 2021,1364710665731063817,vmiinku,,Not Geo-tagged,b'instead of giving shit to idols for their private lives cant dispatch reveal the info they have abt the s3ungri thing ///:',instead of giving shit to idols for their private lives cant dispatch reveal the info they have abt the s3ungri thing ///:,instead of giving shit to idols for their private lives cant dispatch reveal the info they have abt the s3ungri thing //,instead giving shit idols private lives cant dispatch reveal info abt ungri thing,instead give shit idol private life can not dispatch reveal info abt ungri thing,[],{},{},0,1,[],,[],-0.296
2,2021-02-24,Wed Feb 24 23:52:20 +0000 2021,1364724877845032963,Mlete7,,Not Geo-tagged,"b'@BisratLKabeta @jgmariner @TomGardner18 @amnesty If someone doesn\xe2\x80\x99t feel comfortable sharing their private info to the public in fears of risking harm,they have full rights to remain anonymous!So long as the govt continues to deny access,the only reliable evidence is the victim!Hope no victim of violence comes  to you for help!'","$MENTION$ $MENTION$ $MENTION$ $MENTION$ If someone doesnt feel comfortable sharing their private info to the public in fears of risking harm,they have full rights to remain anonymous!So long as the govt continues to deny access,the only reliable evidence is the victim!Hope no victim of violence comes to you for help!","If someone doesn t feel comfortable sharing their private info to the public in fears of risking harm,they have full rights to remain anonymous!So long as the govt continues to deny access,the only reliable evidence is the victim!Hope no victim of violence comes to you for help!",if someone feel comfortable sharing private info public fears risking harm full rights remain anonymous so long govt continues deny access reliable evidence victim hope victim violence comes help,if someone feel comfortable share private info public fear risk harm full right remain anonymous so long govt continue deny access reliable evidence victim hope victim violence come help,[],{},{},0,3,[],,"['Bisrat Lemessa Kabeta', 'joanne mariner', 'Tom Gardner', 'Amnesty International']",-0.4333
