s_no,date,created_at,id_str,screen_name,user_location,geo-tagged_place,tweet_text,tweet_tokenized,tweet_cleaned,tweet_filtered,tweet_lemmatized,tweet_mentioned_organizations,tweet_tags_classified,tweet_orgs_classified,retweet_count,fav_count,hashtags,urls,mentions,vader_polarity
7,2021-01-15,Fri Jan 15 23:19:09 +0000 2021,1350221008645533697,LesbianPluto,Angel’s Share,Not Geo-tagged,b'@dratiniminy STOP!1!1!1! THATS PRIVATE INFO',$MENTION$ STOP!1!1!1! THATS PRIVATE INFO,STOP!1!1!1! THATS PRIVATE INFO,stop thats private info,stop that s private info,[],{},{},0,1,[],,['cowboy noises 𓅭'],0.0
16,2021-01-15,Fri Jan 15 22:53:54 +0000 2021,1350214655097118720,RockstarSupport,"New York, NY",Not Geo-tagged,b'@FriskieBisky We can look into this further for them if they submit the account info in a private request here: https://t.co/iLlf5byDom *TB',$MENTION$ We can look into this further for them if they submit the account info in a private request here: $URL$ *TB,We can look into this further for them if they submit the account info in a private request here *TB,we look submit account info private request tb,look submit account info private request tb,[],{},{},0,0,[],http://rsg.ms/support,['Endieo'],0.0
5,2021-01-15,Fri Jan 15 23:49:01 +0000 2021,1350228527958908930,Chef_Walt_illa,Only she knows ,"Atlanta, GA, US","b'\xf0\x9f\x9a\xa8 Atlanta I will be in the city January 17th- 20th\xf0\x9f\x9a\xa8 Tap in with me For Private dining inquiries \xf0\x9f\x94\xa5\xf0\x9f\x94\xa5 Contact Dm For More info #ItsArt \xe2\x9d\xa4\xef\xb8\x8f @ Atlanta, Georgia https://t.co/Mv8GOriVDr'","$EMOJI$ Atlanta I will be in the city January $NUMBER$th- $NUMBER$th$EMOJI$ Tap in with me For Private dining inquiries $EMOJI$$EMOJI$ Contact Dm For More info $HASHTAG$ $EMOJI$ $MENTION$ Atlanta, Georgia $URL$","Atlanta I will be in the city January th- th Tap in with me For Private dining inquiries Contact Dm For More info Atlanta, Georgia",atlanta city january tap for private dining inquiries contact dm for more info atlanta georgia,atlanta city january tap for private dining inquiry contact dm for more info atlanta georgia,[],{},{},0,0,['ItsArt'],https://www.instagram.com/p/CKFaZ26hBLE/?igshid=1d5m402ciuefn,[],0.0
4,2021-01-15,Fri Jan 15 23:54:01 +0000 2021,1350229786921201667,bl00dyhellmel,"Orlando, FL she\her",Not Geo-tagged,b'girls b like &gt;:( \xe2\x80\x9ci dont need my confidence boost or reassurance\xe2\x80\x9d and then text my guy friends asking abt my private info &amp; txt em \xe2\x80\x9ctell ur gf\xe2\x80\x9d LOL',girls b like &gt;:( i dont need my confidence boost or reassurance and then text my guy friends asking abt my private info &amp; txt em tell ur gf LOL,girls b like &gt; ( i dont need my confidence boost or reassurance and then text my guy friends asking abt my private info &amp; txt em tell ur gf LOL,girls like dont need confidence boost reassurance text guy friends asking abt private info txt tell gf lol,girl like do not need confidence boost reassurance text guy friend ask abt private info txt tell gf lol,[],{},{},0,0,[],,[],0.8917
10,2021-01-15,Fri Jan 15 23:05:04 +0000 2021,1350217467877068807,mogu_no_e,,Not Geo-tagged,"b""@hobicorp Yeah like as a link idk what's best,,, i feel like a whole boomer \xf0\x9f\x98\xad I just want it to be easily accessible by everyone without my private info displayed""","$MENTION$ Yeah like as a link idk what's best,,, i feel like a whole boomer $EMOJI$ I just want it to be easily accessible by everyone without my private info displayed","Yeah like as a link idk what's best,, i feel like a whole boomer I just want it to be easily accessible by everyone without my private info displayed",yeah like link idk best feel like whole boomer want easily accessible everyone without private info displayed,yeah like link idk best feel like whole boomer want easily accessible everyone without private info display,[],{},{},0,0,[],,['Allie⁷'],0.9136
12,2021-01-15,Fri Jan 15 23:01:58 +0000 2021,1350216687078019073,Century21LBK,"Lubbock, Texas",Not Geo-tagged,b'Check out this new #Century21 #Listing in Quincy Park!\nCall today for more info or a private showing at 806.793.8111\nhttps://t.co/ofLViXqDZf\n#ForSale #Lubbock #Local #JustListed #HouseHunting https://t.co/Vcv0DyK5rG',Check out this new $HASHTAG$ $HASHTAG$ in Quincy Park! Call today for more info or a private showing at $NUMBER$ $URL$ $HASHTAG$ $HASHTAG$ $HASHTAG$ $HASHTAG$ $HASHTAG$ $URL$,Check out this new in Quincy Park! Call today for more info or a private showing at,check new quincy park call today info private showing,check new quincy park call today info private showing,[],{},{},1,0,"['Century21', 'Listing', 'ForSale', 'Lubbock', 'Local', 'JustListed', 'HouseHunting']",http://Century21Lubbock.com,[],0.0
6,2021-01-15,Fri Jan 15 23:44:52 +0000 2021,1350227483778543622,GarciaSass,,Not Geo-tagged,"b'The residences feature the space and privacy of a single custom home and showcase expansive, open-concept floor plans with walls of windows, and private outdoor living spaces.\n#CindySass #TuxedoHudsonRealty https://t.co/ByrDEG6sO2 https://t.co/IT3GYmC0iR'","The residences feature the space and privacy of a single custom home and showcase expansive, open-concept floor plans with walls of windows, and private outdoor living spaces. $HASHTAG$ $HASHTAG$ $URL$ $URL$","The residences feature the space and privacy of a single custom home and showcase expansive, open-concept floor plans with walls of windows, and private outdoor living spaces.",the residences feature space privacy single custom home showcase expansive open concept floor plans walls windows private outdoor living spaces,the residence feature space privacy single custom home showcase expansive open concept floor plan wall window private outdoor living space,[],{},{},0,0,"['CindySass', 'TuxedoHudsonRealty']",http://mon.articlelien.info/r/ad1ptc4,[],0.0
27,2021-01-15,Fri Jan 15 22:23:59 +0000 2021,1350207128368107520,mead0ws2002,mirrorville.,Not Geo-tagged,b'@ShopifySupport check private message for that info please',$MENTION$ check private message for that info please,check private message for that info please,check private message info please,check private message info please,[],{},{},0,0,[],,['Shopify Support'],0.3182
15,2021-01-15,Fri Jan 15 22:56:11 +0000 2021,1350215231406960640,RowanMarxFilms,The Ministry of Truth,Not Geo-tagged,"b""@anarchistscum0 @AltGlasses How? It keeps private insurance and doesn't even have universal dental.\nhttps://t.co/W93k5Rf13i""",$MENTION$ $MENTION$ How? It keeps private insurance and doesn't even have universal dental. $URL$,How? It keeps private insurance and does not even have universal dental.,how it keeps private insurance even universal dental,how keep private insurance even universal dental,[],{},{},0,1,[],https://www.iamexpat.de/expat-info/german-healthcare-system/dental-care-germany,"['🏴Anarchist Scum', 'Bernie Without Glasses']",0.0
32,2021-01-15,Fri Jan 15 22:13:20 +0000 2021,1350204449306734592,Emmmasdfghjkl,,Not Geo-tagged,"b'@IdiopathyRs @BexyMae I said the tweets were abusive or hateful, posting private info, then other'","$MENTION$ $MENTION$ I said the tweets were abusive or hateful, posting private info, then other","I said the tweets were abusive or hateful, posting private info, then other",said tweets abusive hateful posting private info,say tweet abusive hateful post private info,[],{},{},0,2,[],,"['RS-Idiopathy', 'Bex, good girl❤️']",-0.8126
