s_no,date,created_at,id_str,screen_name,user_location,geo-tagged_place,tweet_text,tweet_tokenized,tweet_cleaned,tweet_filtered,tweet_lemmatized,tweet_mentioned_organizations,tweet_tags_classified,tweet_orgs_classified,retweet_count,fav_count,hashtags,urls,mentions,vader_polarity
22,2021-01-17,Sun Jan 17 23:08:51 +0000 2021,1350943196193443843,Macys,,Not Geo-tagged,b'@ssmoothbrain Our team would like to gather more details \xe2\x80\x94 could you send this info to us via private message? Thank you. https://t.co/9HJq8Cszhv',$MENTION$ Our team would like to gather more details could you send this info to us via private message? Thank you. $URL$,Our team would like to gather more details could you send this info to us via private message? Thank you.,our team would like gather details could send info us via private message thank,team would like gather detail could send info via private message thank,[],{},{},0,0,[],https://twitter.com/messages/compose?recipient_id=50687788,['n'],0.6124
1,2021-01-17,Sun Jan 17 23:59:55 +0000 2021,1350956046173548549,eoymiami,miami ,Not Geo-tagged,"b""@Scaramucci Question Is what JAIL where Who will he take with him and HOW will they keep him from divulging Top Secret info to our ENEMY'S as a private citizen..#25the45th it's the ONLY WAY..""",$MENTION$ Question Is what JAIL where Who will he take with him and HOW will they keep him from divulging Top Secret info to our ENEMY'S as a private citizen..$HASHTAG$ it's the ONLY WAY..,Question Is what JAIL where Who will he take with him and HOW will they keep him from divulging Top Secret info to our ENEMY'S as a private citizen.. it's the ONLY WAY..,question is jail who take how keep divulging top secret info enemy private citizen only way,question be jail who take how keep divulge top secret info enemy private citizen only way,[],{},{},0,0,['25the45th'],,['Anthony Scaramucci'],0.2023
23,2021-01-17,Sun Jan 17 23:08:51 +0000 2021,1350943195631386631,KidzRUs2010,Swinton Irlam Media Monton,Not Geo-tagged,b'Brighter days are coming! \xe2\x98\x80\xef\xb8\x8f \xf0\x9f\x91\xa8\xf0\x9f\x8f\xbb\xe2\x80\x8d\xf0\x9f\xa4\x9d\xe2\x80\x8d\xf0\x9f\x91\xa8\xf0\x9f\x8f\xbf\xf0\x9f\x91\xa9\xf0\x9f\x8f\xbe\xe2\x80\x8d\xf0\x9f\xa4\x9d\xe2\x80\x8d\xf0\x9f\x91\xa9\xf0\x9f\x8f\xbc\xf0\x9f\x91\xab\xf0\x9f\x8c\x88\xe2\x9d\xa4\xef\xb8\x8f\xf0\x9f\x92\x9a\n\xf0\x9f\x93\x9e Debbie 0161 728 6886\n\xf0\x9f\x93\xa9 DM for more info \n\xf0\x9f\x92\xbb Debbie@kidzrusnursery.co.uk @ Kidzrus Private Day Nurseries https://t.co/arBPww9qgg',Brighter days are coming! $EMOJI$ $EMOJI$$EMOJI$$EMOJI$$EMOJI$$EMOJI$$EMOJI$$EMOJI$$EMOJI$$EMOJI$$EMOJI$$EMOJI$$EMOJI$ $EMOJI$ Debbie $NUMBER$ $NUMBER$ $NUMBER$ $EMOJI$ DM for more info $EMOJI$ Debbie$MENTION$.co.uk $MENTION$ Kidzrus Private Day Nurseries $URL$,Brighter days are coming! Debbie DM for more info Debbie.co.uk Kidzrus Private Day Nurseries,brighter days coming debbie dm info debbie uk kidzrus private day nurseries,bright day come debbie dm info debbie uk kidzrus private day nursery,[],{},{},0,0,[],https://www.instagram.com/p/CKKfsu6HS4h/?igshid=1ovfc1puksvje,[],0.4389
9,2021-01-17,Sun Jan 17 23:32:57 +0000 2021,1350949260871741440,SaMLe_CaMLe,"Utah, USA",Not Geo-tagged,"b""I find it interesting that the people trying to call out Kani for revealing someone else's private info are actually how I found out about that info in the first place""",I find it interesting that the people trying to call out Kani for revealing someone else's private info are actually how I found out about that info in the first place,I find it interesting that the people trying to call out Kani for revealing someone else's private info are actually how I found out about that info in the first place,find interesting people trying call kani revealing someone else private info actually found info first place,find interesting people try call kani reveal someone else private info actually find info first place,[],{},{},0,0,[],,[],0.4019
46,2021-01-17,Sun Jan 17 21:33:41 +0000 2021,1350919243714490377,fredfredwood,"Niedersachsen, Deutschland",Not Geo-tagged,b'@MappaSuckss @MAPPA_Info hello pls dm me i need to contact you private',$MENTION$ $MENTION$ hello pls dm me i need to contact you private,hello pls dm me i need to contact you private,hello pls need contact private,hello pls need contact private,[],{},{},0,1,[],,"['エレン', 'MAPPA']",0.0772
14,2021-01-17,Sun Jan 17 23:24:03 +0000 2021,1350947017778933764,GorboMcDuggins,,Not Geo-tagged,b'@Bob7Official Presumably reaching out to make content not spread private info behind the scenes. Bit of a stretch Bob.',$MENTION$ Presumably reaching out to make content not spread private info behind the scenes. Bit of a stretch Bob.,Presumably reaching out to make content not spread private info behind the scenes. Bit of a stretch Bob.,presumably reaching make content spread private info behind scenes bit stretch bob,presumably reach make content spread private info behind scene bit stretch bob,[],{},{},0,28,[],,['Bob7'],0.2023
8,2021-01-17,Sun Jan 17 23:34:41 +0000 2021,1350949695393329158,AgainMixnmatch,Internet,Not Geo-tagged,"b""@ZeroOwOTwo @WooHooLad @_Hero_Hei_ That's wrong, that's her private life. I respect her work as artist and she was involved in few pretty big things like gatcha games but spreading info about her private life is scary...""","$MENTION$ $MENTION$ $MENTION$ That's wrong, that's her private life. I respect her work as artist and she was involved in few pretty big things like gatcha games but spreading info about her private life is scary...","That's wrong, that's her private life. I respect her work as artist and she was involved in few pretty big things like gatcha games but spreading info about her private life is scary..",that wrong private life respect work artist involved pretty big things like gatcha games spreading info private life scary,that wrong private life respect work artist involve pretty big thing like gatcha game spread info private life scary,[],{},{},0,1,[],,"['ジョシュア', '🎄🎁🎅WooHooLad\U0001f90fEN VTuber || Twitch || YouTube', 'HeroHei']",-0.3506
10,2021-01-17,Sun Jan 17 23:30:04 +0000 2021,1350948535198494726,tacomacomedy,"Tacoma, WA",Not Geo-tagged,b'Last night was our first private show under the new Healthy Washington guidelines and it was a blast!  \nIf you\xe2\x80\x99re interested send an email to info@barkentertainment.com for more info and booking! \xf0\x9f\x98\x82\xf0\x9f\x98\x82 https://t.co/JxOXgJpMm8',Last night was our first private show under the new Healthy Washington guidelines and it was a blast! If youre interested send an email to info$MENTION$.com for more info and booking! $EMOJI$$EMOJI$ $URL$,Last night was our first private show under the new Healthy Washington guidelines and it was a blast! If you re interested send an email to info.com for more info and booking!,last night first private show new healthy washington guidelines blast if interested send email info com info booking,last night first private show new healthy washington guideline blast if interested send email info com info booking,[],{},{},1,7,[],,[],0.717
52,2021-01-17,Sun Jan 17 21:23:20 +0000 2021,1350916640138031106,Watsdecraicjmac,,Not Geo-tagged,b'@Kev_Ellis4 @ShannonSharpe This account is a scam looking for private info for hacks.',$MENTION$ $MENTION$ This account is a scam looking for private info for hacks.,This account is a scam looking for private info for hacks.,this account scam looking private info hacks,this account scam look private info hack,[],{},{},0,0,[],,"['The Sneaker Plug 🌐', 'shannon sharpe']",-0.5719
11,2021-01-17,Sun Jan 17 23:29:45 +0000 2021,1350948452990124033,thaimilkteaaaa,in his twitch chat ♡︎ ,Not Geo-tagged,b'@LavenderCodes nono they kept the user private and i think the only info we got was that they deactivated',$MENTION$ nono they kept the user private and i think the only info we got was that they deactivated,nono they kept the user private and i think the only info we got was that they deactivated,nono kept user private think info got deactivated,nono keep user private think info get deactivated,[],{},{},0,0,[],,['✰ maxie ✰ | misses dream'],0.0
