s_no,date,created_at,id_str,screen_name,user_location,geo-tagged_place,tweet_text,tweet_tokenized,tweet_cleaned,tweet_filtered,tweet_lemmatized,tweet_mentioned_organizations,tweet_tags_classified,tweet_orgs_classified,retweet_count,fav_count,hashtags,urls,mentions,vader_polarity
1,2021-03-13,Sat Mar 13 23:59:22 +0000 2021,1370887239413067777,Olivee95_,"Bandar Lampung, Lampung",Not Geo-tagged,b'\xf0\x9f\x92\x95Real ready #sexlampung\xf0\x9f\x98\x98\nInclude &amp; exclude private Info DM\xe2\x9c\x89\xef\xb8\x8f\n#availopenbolampung\n#expobolampung #openbolampung #wplampung\n#bokinglampung #expolampung #bolampung #Readyopenbolampung #availboanglelampung #rekomendedopenbolampung @masnalampung https://t.co/N2i6mEOXYL',$EMOJI$Real ready $HASHTAG$$EMOJI$ Include &amp; exclude private Info DM$EMOJI$ $HASHTAG$ $HASHTAG$ $HASHTAG$ $HASHTAG$ $HASHTAG$ $HASHTAG$ $HASHTAG$ $HASHTAG$ $HASHTAG$ $HASHTAG$ $MENTION$ $URL$,Real ready Include &amp; exclude private Info DM,real ready include exclude private info dm,real ready include exclude private info dm,[],{},{},0,0,"['sexlampung', 'availopenbolampung', 'expobolampung', 'openbolampung', 'wplampung', 'bokinglampung', 'expolampung', 'bolampung', 'Readyopenbolampung', 'availboanglelampung', 'rekomendedopenbolampung']",,['Masna openbo Lampung'],0.1531
28,2021-03-13,Sat Mar 13 21:46:19 +0000 2021,1370853757307789315,InscriptionsWw1,UK,Not Geo-tagged,b'@DanielJPhelan_ @Helenjc7 @CWGC @RUDDINGTON_info Found @AStreetNearYou record for him\n\nhttps://t.co/CxOISqEfgL',$MENTION$ $MENTION$ $MENTION$ $MENTION$ Found $MENTION$ record for him $URL$,Found record for him,found record,find record,[],{},{},0,2,[],https://astreetnearyou.org/person/854347/Private-Frank--Mee,"['Dan P', 'Helen Charlesworth', 'CommonwealthWarGraves', 'Ruddington Village', 'A Street Near You']",0.0
45,2021-03-13,Sat Mar 13 21:04:19 +0000 2021,1370843185342078978,ActiveSpeaking,Tasikmalaya,Not Geo-tagged,b'Private English Course for Elementary and Junior High School || Info : 083826757704 || Speaking and Pronunciation',Private English Course for Elementary and Junior High School || Info : $NUMBER$ || Speaking and Pronunciation,Private English Course for Elementary and Junior High School || Info || Speaking and Pronunciation,private english course elementary junior high school info speaking pronunciation,private english course elementary junior high school info speak pronunciation,[],{},{},0,0,[],,[],0.0
2,2021-03-13,Sat Mar 13 23:56:13 +0000 2021,1370886447943671814,Pamer_Dominador,"Silang, Calabarzon",Not Geo-tagged,"b'@Definews_Info @jigstack Congratulations @jigstack for the successful private sale ,that raised a whopping $2.7 million in all these with the help of your renowned partners, you are truly making your way to be the DAO of decentralized finance'","$MENTION$ $MENTION$ Congratulations $MENTION$ for the successful private sale ,that raised a whopping $2.7 million in all these with the help of your renowned partners, you are truly making your way to be the DAO of decentralized finance","Congratulations for the successful private sale ,that raised a whopping $2.7 million in all these with the help of your renowned partners, you are truly making your way to be the DAO of decentralized finance",congratulations successful private sale raised whopping million help renowned partners truly making way dao decentralized finance,congratulation successful private sale raise whop million help renowned partner truly make way dao decentralized finance,[],{},{},0,0,[],,"['🌐 DeFi News 🌐', 'jigstack', 'jigstack']",0.9231
37,2021-03-13,Sat Mar 13 21:29:02 +0000 2021,1370849407197937664,nappynluvinit,,Not Geo-tagged,b'@super_blessed21 Yea I got a notification advising against paying. For it or giving private info.',$MENTION$ Yea I got a notification advising against paying. For it or giving private info.,Yea I got a notification advising against paying. For it or giving private info.,yea got notification advising paying for giving private info,yea get notification advise pay for give private info,[],{},{},0,1,[],,['IG: berryblessedcosmetics🍓'],0.34
8,2021-03-13,Sat Mar 13 23:27:25 +0000 2021,1370879198202593284,thatgayconserv,Somewhere Out There. ,Not Geo-tagged,b'@Erinfor12 @freddieoconnell If ur that stupid to share your private info online .....',$MENTION$ $MENTION$ If ur that stupid to share your private info online .....,If ur that stupid to share your private info online ..,if stupid share private info online,if stupid share private info online,[],{},{},0,0,[],,"['Erin Evans', 'Freddie #StayHome O’Connell']",-0.296
4,2021-03-13,Sat Mar 13 23:38:34 +0000 2021,1370882007157252098,palembang_real,Kota Palembang,Not Geo-tagged,b'Ready slot \n-Booking private\n-vcs\n-massage\nInfo lebih lanjut Dm\xf0\x9f\x92\x8c https://t.co/6eSGTkBu8x new wa\xf0\x9f\x91\x88\n\n#Bispakpalembang\n#openbopalembang #availpalembang #bopalembang\n#lendirpalembang #bisyarpalembang #vcsbugil\n#sangeberat #RealAccount #vcscolmek #vcsberbayar #vcscroot #vcsyuk \n#vcs https://t.co/D58pmIWbov',Ready slot -Booking private -vcs -massage Info lebih lanjut Dm$EMOJI$ $URL$ new wa$EMOJI$ $HASHTAG$ $HASHTAG$ $HASHTAG$ $HASHTAG$ $HASHTAG$ $HASHTAG$ $HASHTAG$ $HASHTAG$ $HASHTAG$ $HASHTAG$ $HASHTAG$ $HASHTAG$ $HASHTAG$ $HASHTAG$ $URL$,Ready slot -Booking private -vcs -massage Info lebih lanjut Dm new wa,ready slot booking private vcs massage info lebih lanjut dm new,ready slot book private vcs massage info lebih lanjut dm new,[],{},{},1,1,"['Bispakpalembang', 'openbopalembang', 'availpalembang', 'bopalembang', 'lendirpalembang', 'bisyarpalembang', 'vcsbugil', 'sangeberat', 'RealAccount', 'vcscolmek', 'vcsberbayar', 'vcscroot', 'vcsyuk', 'vcs']",http://wa.me/+6287771760835,[],0.3612
13,2021-03-13,Sat Mar 13 22:50:33 +0000 2021,1370869921429782529,prettynplump,Sign Petition Link in Bio,Not Geo-tagged,b'PRIVATE LATE NITE DANCER PARTY IN THE DMV TONITE AND FOOD...DM THIS IG ACCOUNT FOR MORE INFO VIA LINK https://t.co/pNcGRFjp4h',PRIVATE LATE NITE DANCER PARTY IN THE DMV TONITE AND FOOD...DM THIS IG ACCOUNT FOR MORE INFO VIA LINK $URL$,PRIVATE LATE NITE DANCER PARTY IN THE DMV TONITE AND FOOD..DM THIS IG ACCOUNT FOR MORE INFO VIA LINK,private late nite dancer party in the dmv tonite and food dm this ig account for more info via link,private late nite dancer party in the dmv tonite and food dm this ig account for more info via link,[],{},{},0,0,[],https://www.instagram.com/p/CMXzbGRMt5L/?igshid=7uappoidpkk3,[],0.4019
10,2021-03-13,Sat Mar 13 23:11:02 +0000 2021,1370875074400694274,WeePro83,"Tampa, FL",Not Geo-tagged,b'Interested in participating in a topless slot stream hosted by @TheBritChick2? Send myself or her a DM for more info and for private chat access \xf0\x9f\x98\x8e https://t.co/8ynrRFG5FI',Interested in participating in a topless slot stream hosted by $MENTION$? Send myself or her a DM for more info and for private chat access $EMOJI$ $URL$,Interested in participating in a topless slot stream hosted by ? Send myself or her a DM for more info and for private chat access,interested participating topless slot stream hosted send dm info private chat access,interested participate topless slot stream host send dm info private chat access,[],{},{},5,10,[],,['TheBritChick'],0.4019
3,2021-03-13,Sat Mar 13 23:51:28 +0000 2021,1370885253686960131,rdsaints,"Leduc AB, Davao Philippines",Not Geo-tagged,b'@pressfreedom @mariaressa WHAT!? are you a clown? She was sued by a private individual for your info. What about the freedom of that private man? Stop blaming government for her mistake! Who will teach such journalist if she is not punish? BTW you should also help @HelenRazer @healingwise @JulianAssange_',$MENTION$ $MENTION$ WHAT!? are you a clown? She was sued by a private individual for your info. What about the freedom of that private man? Stop blaming government for her mistake! Who will teach such journalist if she is not punish? BTW you should also help $MENTION$ $MENTION$ $MENTION$,WHAT!? are you a clown? She was sued by a private individual for your info. What about the freedom of that private man? Stop blaming government for her mistake! Who will teach such journalist if she is not punish? BTW you should also help,what clown she sued private individual info what freedom private man stop blaming government mistake who teach journalist punish btw also help,what clown sue private individual info what freedom private man stop blame government mistake who teach journalist punish btw also help,[],{},{},0,0,[],,"['Committee to Protect Journalists', 'Maria Ressa', 'Freedom for Julian Assange', 'Marirose🎗🕊#JulianAssange✊🏼', 'Julian Assange']",0.6619
