s_no,date,created_at,id_str,screen_name,user_location,geo-tagged_place,tweet_text,tweet_tokenized,tweet_cleaned,tweet_filtered,tweet_lemmatized,tweet_mentioned_organizations,tweet_tags_classified,tweet_orgs_classified,retweet_count,fav_count,hashtags,urls,mentions,vader_polarity
7,2021-02-14,Sun Feb 14 23:45:04 +0000 2021,1361099167716753409,rosescorpsey,She/her | 18,Not Geo-tagged,b'hey @MrBeastYT where did you got the private island back then ? here on corpsetwt we kinda need the info https://t.co/RB1KRp5bPD',hey $MENTION$ where did you got the private island back then ? here on corpsetwt we kinda need the info $URL$,hey where did you got the private island back then ? here on corpsetwt we kinda need the info,hey got private island back corpsetwt kinda need info,hey get private island back corpsetwt kinda need info,[],{},{},0,7,[],https://twitter.com/kxkaash1/status/1361097448253448196,['MrBeast'],0.0
14,2021-02-14,Sun Feb 14 23:18:51 +0000 2021,1361092569556529159,GamingnekoR,alt: @sadneko9,Not Geo-tagged,"b""@MetricMudkip Pic of the thing irl idk or if it hasn't arrived a pic of confirmation e-mail(blocking private info ofc)""",$MENTION$ Pic of the thing irl idk or if it hasn't arrived a pic of confirmation e-mail(blocking private info ofc),Pic of the thing irl idk or if it has not arrived a pic of confirmation e-mail(blocking private info ofc),pic thing irl idk arrived pic confirmation mail blocking private info ofc,pic thing irl idk arrive pic confirmation mail block private info ofc,[],{},{},0,2,[],,['Metric'],-0.1027
17,2021-02-14,Sun Feb 14 23:03:15 +0000 2021,1361088643952173062,for1977wolfstar,dedicated to sirius and remus ,Not Geo-tagged,"b'@sexybitchblack private info sir, im afraid i have to keep it secret \xf0\x9f\x98\x95'","$MENTION$ private info sir, im afraid i have to keep it secret $EMOJI$","private info sir, im afraid i have to keep it secret",private info sir afraid keep secret,private info sir afraid keep secret,[],{},{},0,0,[],,['Sirius Black ➐'],0.0
5,2021-02-14,Sun Feb 14 23:53:19 +0000 2021,1361101247001034754,pepboysauto,,Not Geo-tagged,b'@old_chester We apologize for the poor experience you had. Please send us your contact info and the details of your experience to pepsocial@pepboys.com or send us private message so that we can investigate further. Thank you.',$MENTION$ We apologize for the poor experience you had. Please send us your contact info and the details of your experience to pepsocial$MENTION$.com or send us private message so that we can investigate further. Thank you.,We apologize for the poor experience you had. Please send us your contact info and the details of your experience to pepsocial.com or send us private message so that we can investigate further. Thank you.,we apologize poor experience please send contact info details experience pepsocial com send private message investigate thank,apologize poor experience please send contact info detail experience pepsocial com send private message investigate thank,[],{},{},0,0,[],,['OldChester'],0.2732
21,2021-02-14,Sun Feb 14 22:40:28 +0000 2021,1361082909696876545,ponywentz,any pronouns || 15,Not Geo-tagged,b'like yeah some private info leaking is shitty but if someone leaks someone being an asshole and pretty much trying to trigger someone by priv qrting someone i would say this is well deserved \xf0\x9f\x98\x95',like yeah some private info leaking is shitty but if someone leaks someone being an asshole and pretty much trying to trigger someone by priv qrting someone i would say this is well deserved $EMOJI$,like yeah some private info leaking is shitty but if someone leaks someone being an asshole and pretty much trying to trigger someone by priv qrting someone i would say this is well deserved,like yeah private info leaking shitty someone leaks someone asshole pretty much trying trigger someone priv qrting someone would say well deserved,like yeah private info leak shitty someone leak someone asshole pretty much try trigger someone priv qrte someone would say well deserve,[],{},{},0,3,[],,[],0.7906
2,2021-02-14,Sun Feb 14 23:59:00 +0000 2021,1361102677267148801,StdenisKatie,,Not Geo-tagged,"b""@cgyoilgas @ThomasStDenis3 @CPC_HQ Oh you will love this.  Israel struck a deal with Pfizer, which will give Pfizer, its citizens their personal, private HEALTH INFO!\nI don't think you or any of your CONs would allowed this to happen in Capital.  Are you sure you are a litigator?\nhttps://t.co/kyTBVaOZF0""","$MENTION$ $MENTION$ $MENTION$ Oh you will love this. Israel struck a deal with Pfizer, which will give Pfizer, its citizens their personal, private HEALTH INFO! I don't think you or any of your CONs would allowed this to happen in Capital. Are you sure you are a litigator? $URL$","Oh you will love this. Israel struck a deal with Pfizer, which will give Pfizer, its citizens their personal, private HEALTH INFO! I do not think you or any of your CONs would allowed this to happen in Capital. Are you sure you are a litigator?",oh love israel struck deal pfizer give pfizer citizens personal private health info think cons would allowed happen capital are sure litigator,oh love israel strike deal pfizer give pfizer citizen personal private health info think con would allowed happen capital be sure litigator,[],{},{},0,0,[],https://www.npr.org/2021/01/31/960819083/vaccines-for-data-israels-pfizer-deal-drives-quick-rollout-and-privacy-worries,"['James P. 🇨🇦🛢️', 'Thomas St Denis', 'Conservative Party']",0.6996
3,2021-02-14,Sun Feb 14 23:58:54 +0000 2021,1361102649593061381,SpotifyCares,,Not Geo-tagged,"b""@trubtsbae No problem. We suggest deleting your last tweet as it has private info that shouldn't be shared publicly. We recommend sending us a DM with your account's email address and we'll take a look /WM https://t.co/ldFdZRiNAt""",$MENTION$ No problem. We suggest deleting your last tweet as it has private info that shouldn't be shared publicly. We recommend sending us a DM with your account's email address and we'll take a look /WM $URL$,No problem. We suggest deleting your last tweet as it has private info that should not be shared publicly. We recommend sending us a DM with your account's email address and we'll take a look /WM,no problem we suggest deleting last tweet private info shared publicly we recommend sending dm account email address take look wm,no problem suggest delete last tweet private info share publicly recommend send dm account email address take look wm,[],{},{},0,0,[],https://twitter.com/messages/compose?recipient_id=497340309,['ArmyChic⁷'],0.4063
39,2021-02-14,Sun Feb 14 21:02:07 +0000 2021,1361058160803409921,paulwiggins,Homebush NSW,Not Geo-tagged,"b'""The group maintains that the videos didn\'t share private info, and that it wouldn\'t pull the coverage."" https://t.co/jidstG2LHH'","""The group maintains that the videos didn't share private info, and that it wouldn't pull the coverage."" $URL$","""The group maintains that the videos did not share private info, and that it would not pull the coverage.""",the group maintains videos share private info would pull coverage,the group maintain video share private info would pull coverage,[],{},{},0,0,[],https://twitter.com/paulwiggins/status/1361058099411394562,[],-0.2235
8,2021-02-14,Sun Feb 14 23:41:27 +0000 2021,1361098260551729152,JustABadDay28,🍍🥝🍎🍏🍯,Not Geo-tagged,"b'Everything that makes us believe in Larry is public information we don\xe2\x80\x99t have insider info, we have always cared about Harry and his privacy stfu https://t.co/18R2ShS1sL'","Everything that makes us believe in Larry is public information we dont have insider info, we have always cared about Harry and his privacy stfu $URL$","Everything that makes us believe in Larry is public information we don t have insider info, we have always cared about Harry and his privacy stfu",everything makes believe larry public information insider info always cared harry privacy stfu,everything make believe larry public information insider info always care harry privacy stfu,[],{},{},0,0,[],https://twitter.com/cardiganrry/status/1361091427573370885,[],0.4215
45,2021-02-14,Sun Feb 14 20:29:42 +0000 2021,1361050001561047042,GM_1966,,Not Geo-tagged,b'@BrightHR_ Vaccinations are private medical info how can you get this?',$MENTION$ Vaccinations are private medical info how can you get this?,Vaccinations are private medical info how can you get this?,vaccinations private medical info get,vaccination private medical info get,[],{},{},0,0,[],,['BrightHR_'],0.0
