s_no,date,created_at,id_str,screen_name,user_location,geo-tagged_place,tweet_text,tweet_tokenized,tweet_cleaned,tweet_filtered,tweet_lemmatized,tweet_mentioned_organizations,tweet_tags_classified,tweet_orgs_classified,retweet_count,fav_count,hashtags,urls,mentions,vader_polarity
3,2021-01-20,Wed Jan 20 23:52:56 +0000 2021,1352041450058477568,brianrolph3,"New Jersey, USA",Not Geo-tagged,b'@JeromySonne @JoshJDurham The only issue I see with that is a new wave of info about google chrome taking privacy action.. too.. https://t.co/OomdM7uOA2',$MENTION$ $MENTION$ The only issue I see with that is a new wave of info about google chrome taking privacy action.. too.. $URL$,The only issue I see with that is a new wave of info about google chrome taking privacy action.. too..,the issue see new wave info google chrome taking privacy action,the issue see new wave info google chrome take privacy action,[],{},{},0,1,[],https://www.techradar.com/news/chromes-next-big-update-could-keep-your-browsing-private-without-incognito-mode?region-switch=1610799749,"['Jeromy Sonne', 'Josh Durham 🚀🔋']",0.0
11,2021-01-20,Wed Jan 20 23:27:11 +0000 2021,1352034973193220097,FUCKIT28x25,♡︎Kenzington ,Not Geo-tagged,b'@capaldislarrie ohhh yeah that makes sense dont want the private info leaking',$MENTION$ ohhh yeah that makes sense dont want the private info leaking,ohh yeah that makes sense dont want the private info leaking,ohh yeah makes sense dont want private info leaking,ohh yeah make sense do not want private info leaking,[],{},{},0,3,[],,['Mariah²⁸'],0.2448
5,2021-01-20,Wed Jan 20 23:48:40 +0000 2021,1352040377423945733,sentraledu,"Sydney, Australia",Not Geo-tagged,b'Sentral have proudly achieved ISO 27001 Accreditation for Information Security. Your school data security remains our #1 priority. Find out more here: https://t.co/Maa0cRHSS2\n\n#Sentral #personaldata #security #privacy #data #isocertification #iso27001 #breakingnews https://t.co/HbxJ249PWH',Sentral have proudly achieved ISO $NUMBER$ Accreditation for Information Security. Your school data security remains our $HASHTAG$ priority. Find out more here: $URL$ $HASHTAG$ $HASHTAG$ $HASHTAG$ $HASHTAG$ $HASHTAG$ $HASHTAG$ $HASHTAG$ $HASHTAG$ $URL$,Sentral have proudly achieved ISO Accreditation for Information Security. Your school data security remains our priority. Find out more here,sentral proudly achieved iso accreditation information security your school data security remains priority find,sentral proudly achieve iso accreditation information security school datum security remain priority find,[],{},{},0,0,"['Sentral', 'personaldata', 'security', 'privacy', 'data', 'isocertification', 'iso27001', 'breakingnews']",https://hubs.la/H0F7Yzc0,[],0.8126
15,2021-01-20,Wed Jan 20 23:03:39 +0000 2021,1352029049833590787,RockstarSupport,"New York, NY",Not Geo-tagged,b'@Djinja_Ninja We can look into this further for you if you submit your account info in a private request here: https://t.co/iLlf5byDom *BK',$MENTION$ We can look into this further for you if you submit your account info in a private request here: $URL$ *BK,We can look into this further for you if you submit your account info in a private request here *BK,we look submit account info private request bk,look submit account info private request bk,[],{},{},0,0,[],http://rsg.ms/support,['Ježibaba'],0.0
30,2021-01-20,Wed Jan 20 21:56:13 +0000 2021,1352012078039654402,PaulGr80046291,,Not Geo-tagged,b'@ChungusCapital @vilay_michael @tbr90 Where do get this info about private fork?',$MENTION$ $MENTION$ $MENTION$ Where do get this info about private fork?,Where do get this info about private fork?,where get info private fork,where get info private fork,[],{},{},0,0,[],,"['Chungus Capital', 'Michael Vilay', 'Tyler Reynolds']",0.0
7,2021-01-20,Wed Jan 20 23:38:20 +0000 2021,1352037775999000580,Kanjo,Tokyo,Not Geo-tagged,"b'@YuriySteam Probably not, it\xe2\x80\x99s private one on one deals but JR East is making noises about more info sharing for real time crowding, operating conditions etc.'","$MENTION$ Probably not, its private one on one deals but JR East is making noises about more info sharing for real time crowding, operating conditions etc.","Probably not, it s private one on one deals but JR East is making noises about more info sharing for real time crowding, operating conditions etc.",probably private one one deals jr east making noises info sharing real time crowding operating conditions etc,probably private one one deal jr east make noise info share real time crowd operating condition etc,[],{},{},0,0,[],,['Yuriy Shiryaev'],0.627
2,2021-01-20,Wed Jan 20 23:56:23 +0000 2021,1352042321890701313,drkthespis,,Not Geo-tagged,b'WhatsApp\xe2\x80\x99s joining Facebook means ALL YOUR PRIVATE INFO AND MESSAGES will be available to Facebook. Short film shows how to OPT OUT. https://t.co/0EbPZG0fn6',WhatsApps joining Facebook means ALL YOUR PRIVATE INFO AND MESSAGES will be available to Facebook. Short film shows how to OPT OUT. $URL$,WhatsApp s joining Facebook means ALL YOUR PRIVATE INFO AND MESSAGES will be available to Facebook. Short film shows how to OPT OUT.,whatsapp joining facebook means all your private info and messages available facebook short film shows opt out,whatsapp join facebook mean all private info and message available facebook short film show opt out,[],{},{},0,0,[],,[],0.0
13,2021-01-20,Wed Jan 20 23:06:48 +0000 2021,1352029843148435458,Sporkie16,,Not Geo-tagged,"b'@Ledger @souljaboy Fyi, Ledger leaks your private info..'","$MENTION$ $MENTION$ Fyi, Ledger leaks your private info..","Fyi, Ledger leaks your private info..",fyi ledger leaks private info,fyi ledger leaks private info,[],{},{},0,1,[],,"['Ledger', 'Soulja Boy (Drako)']",0.2023
24,2021-01-20,Wed Jan 20 22:11:53 +0000 2021,1352016020114993165,xMollyBaby,"New York, USA",Not Geo-tagged,b'private message me for my snapchat n info\xe2\x9d\xa4\xef\xb8\x8f https://t.co/h7MznryZS0',private message me for my snapchat n info$EMOJI$ $URL$,private message me for my snapchat n info,private message snapchat info,private message snapchat info,[],{},{},0,0,[],,[],0.0
10,2021-01-20,Wed Jan 20 23:27:21 +0000 2021,1352035011965415424,SOLANASBARBIE,Queendom ,Not Geo-tagged,"b""@stanleaktingz just go private idk, if people don't like u leaking u should block them u have an audience that want info""","$MENTION$ just go private idk, if people don't like u leaking u should block them u have an audience that want info","just go private idk, if people do not like u leaking u should block them u have an audience that want info",private idk people like leaking block audience want info,private idk people like leak block audience want info,[],{},{},0,0,[],,['leaksy'],-0.6261
