s_no,date,created_at,id_str,screen_name,user_location,geo-tagged_place,tweet_text,tweet_tokenized,tweet_cleaned,tweet_filtered,tweet_lemmatized,tweet_mentioned_organizations,tweet_tags_classified,tweet_orgs_classified,retweet_count,fav_count,hashtags,urls,mentions,vader_polarity
6,2021-01-19,Tue Jan 19 23:44:31 +0000 2021,1351676947236053004,AOtaku65,,Not Geo-tagged,"b'@foodiwaifu DJ Met: \xe2\x80\x9cI dont watch, i get info from all sources. Cameras, spies, and other sources. Obviously not when u wanna have a private time\xe2\x80\x9d'","$MENTION$ DJ Met: I dont watch, i get info from all sources. Cameras, spies, and other sources. Obviously not when u wanna have a private time","DJ Met I dont watch, i get info from all sources. Cameras, spies, and other sources. Obviously not when u wanna have a private time",dj met dont watch get info sources cameras spies sources obviously wan na private time,dj meet do not watch get info source cameras spies source obviously wan na private time,[],{},{},0,0,[],,['vitcini~🥞'],0.0
21,2021-01-19,Tue Jan 19 22:38:03 +0000 2021,1351660219965845504,in_camden,cloud / world,Not Geo-tagged,"b""@jlpassarelli @Garethloki @info_zampa @Twitter @Facebook @YouTube @Google ...actually, if we're going over to 'serious' mode, these 'private' gargantuans are 'built' on #Public funded research and infrastructure. \nUnder the 'entrepreneur' the #TaxPayer !!!""","$MENTION$ $MENTION$ $MENTION$ $MENTION$ $MENTION$ $MENTION$ $MENTION$ ...actually, if we're going over to 'serious' mode, these 'private' gargantuans are 'built' on $HASHTAG$ funded research and infrastructure. Under the 'entrepreneur' the $HASHTAG$ !!!","..actually, if we're going over to 'serious' mode, these 'private' gargantuans are 'built' on funded research and infrastructure. Under the 'entrepreneur' the !!",actually going serious mode private gargantuans built funded research infrastructure under entrepreneur,actually go serious mode private gargantuan build funded research infrastructure under entrepreneur,[],{},{},1,2,"['Public', 'TaxPayer']",,"['Juan Passarelli', 'Garethloki', 'zampa.info', 'Twitter', 'Facebook', 'YouTube', 'Google']",-0.2225
11,2021-01-19,Tue Jan 19 23:15:46 +0000 2021,1351669712288165888,Rmmhayes,"Ontario, Canada",Not Geo-tagged,"b'@True_Canuck1 I\xe2\x80\x99m struggling with that too. It seems that the Conservative party knew, but was that info shared? Sharing of info is a major problem in government and private sector companies.'","$MENTION$ Im struggling with that too. It seems that the Conservative party knew, but was that info shared? Sharing of info is a major problem in government and private sector companies.","I m struggling with that too. It seems that the Conservative party knew, but was that info shared? Sharing of info is a major problem in government and private sector companies.",struggling it seems conservative party knew info shared sharing info major problem government private sector companies,struggle seem conservative party know info share share info major problem government private sector company,[],{},{},0,0,[],,['David Vainqueur'],0.4138
7,2021-01-19,Tue Jan 19 23:41:44 +0000 2021,1351676243926769665,SistaTwisted,,Not Geo-tagged,"b'@andyypants @M__Renner @erinotoole We did have the capability till a Conservative government sold it to private 20 years ago and then they left the country. We are buiding a new facility in quebec now but it will still take time. Look it up, the info is out there \xf0\x9f\x98\x8a'","$MENTION$ $MENTION$ $MENTION$ We did have the capability till a Conservative government sold it to private $NUMBER$ years ago and then they left the country. We are buiding a new facility in quebec now but it will still take time. Look it up, the info is out there $EMOJI$","We did have the capability till a Conservative government sold it to private years ago and then they left the country. We are buiding a new facility in quebec now but it will still take time. Look it up, the info is out there",we capability till conservative government sold private years ago left country we buiding new facility quebec still take time look info,capability till conservative government sell private year ago leave country buide new facility quebec still take time look info,[],{},{},0,4,[],,"['druid andrew', 'Michelle Renner', ""Erin O'Toole""]",0.0
20,2021-01-19,Tue Jan 19 22:39:52 +0000 2021,1351660674506747907,MemphisJCC,"Memphis, TN",Not Geo-tagged,b'Youth tennis is starting back this February! Private lessons also available. \xf0\x9f\x8e\xbe Visit https://t.co/MvcCoNAKO1 for more info! https://t.co/Hl8l59Jxdn',Youth tennis is starting back this February! Private lessons also available. $EMOJI$ Visit $URL$ for more info! $URL$,Youth tennis is starting back this February! Private lessons also available. Visit for more info!,youth tennis starting back february private lessons also available visit info,youth tennis start back february private lesson also available visit info,[],{},{},0,0,[],"http://www.jccmemphis.org/youthtennis, https://www.instagram.com/p/CKPl-PeFq2H/?igshid=vfimxvtf39ni",[],0.0
29,2021-01-19,Tue Jan 19 22:11:08 +0000 2021,1351653446806601730,PDVgono,,Not Geo-tagged,"b""@tadashi_fy @anime_shingeki @hajime_isayama @MAPPA_Info can you send me a private message? it's to talk about one of your creations.""",$MENTION$ $MENTION$ $MENTION$ $MENTION$ can you send me a private message? it's to talk about one of your creations.,can you send me a private message? it's to talk about one of your creations.,send private message talk one creations,send private message talk one creation,[],{},{},0,0,[],,"['nando', 'アニメ「進撃の巨人」公式アカウント', 'Hajime Isayama', 'MAPPA']",0.3818
27,2021-01-19,Tue Jan 19 22:23:18 +0000 2021,1351656505179836421,annabrandberg,"Stockholm, Sweden",Not Geo-tagged,"b""For those wondering, this information comes directly from Apple's own 'Privacy Labels':\n- https://t.co/EcCeWcGuI5\n\nMore info:\n- https://t.co/oGxwYkVg07\n- https://t.co/9t4oErYMpi""","For those wondering, this information comes directly from Apple's own 'Privacy Labels': - $URL$ More info: - $URL$ - $URL$","For those wondering, this information comes directly from Apple's own 'Privacy Labels' - More info - -",for wondering information comes directly apple privacy labels more info,for wonder information come directly apple privacy label more info,[],{},{},0,6,[],"https://developer.apple.com/app-store/app-privacy-details/, https://www.theverge.com/2020/12/14/22174017/apple-app-store-new-privacy-labels-ios-apps-public, https://www.forbes.com/sites/zakdoffman/2021/01/03/whatsapp-beaten-by-apples-new-imessage-update-for-iphone-users/",[],0.0
10,2021-01-19,Tue Jan 19 23:18:08 +0000 2021,1351670307325546498,BJackson253,"Washington, USA","Spanaway, WA, US",b'@KingGshock There\xe2\x80\x99s a reason why trump wanted it banned and it wasn\xe2\x80\x99t for some \xe2\x80\x98saving your private info\xe2\x80\x99 crap lol',$MENTION$ Theres a reason why trump wanted it banned and it wasnt for some saving your private info crap lol,There s a reason why trump wanted it banned and it wasn t for some saving your private info crap lol,there reason trump wanted banned saving private info crap lol,there reason trump want ban save private info crap lol,[],{},{},0,1,[],,['Paul Micken'],-0.4215
3,2021-01-19,Tue Jan 19 23:53:51 +0000 2021,1351679293764456449,ryandour,"San Francisco, CA",Not Geo-tagged,"b'Well, I do not agree to share my information with your business partner, because the form used is from Laserfiche, which has a privacy policy that clearly states info submitted on their forms can and will be used for marketing and could be shared with their partners as well.'","Well, I do not agree to share my information with your business partner, because the form used is from Laserfiche, which has a privacy policy that clearly states info submitted on their forms can and will be used for marketing and could be shared with their partners as well.","Well, I do not agree to share my information with your business partner, because the form used is from Laserfiche, which has a privacy policy that clearly states info submitted on their forms can and will be used for marketing and could be shared with their partners as well.",well agree share information business partner form used laserfiche privacy policy clearly states info submitted forms used marketing could shared partners well,well agree share information business partner form use laserfiche privacy policy clearly state info submit form use marketing could share partner well,[],{},{},0,5,[],,[],0.6488
15,2021-01-19,Tue Jan 19 22:57:13 +0000 2021,1351665044413534209,RuthDHutchins,Northern California,Not Geo-tagged,"b""@menlochurch I was told the investigator would contact me but no, I wasn't given an intro or his contact info. In my opinion these questions should be answered in public for everyone, not in a private conversation with me. I trust both will happen soon.""","$MENTION$ I was told the investigator would contact me but no, I wasn't given an intro or his contact info. In my opinion these questions should be answered in public for everyone, not in a private conversation with me. I trust both will happen soon.","I was told the investigator would contact me but no, I was not given an intro or his contact info. In my opinion these questions should be answered in public for everyone, not in a private conversation with me. I trust both will happen soon.",told investigator would contact given intro contact info in opinion questions answered public everyone private conversation trust happen soon,tell investigator would contact give intro contact info in opinion question answer public everyone private conversation trust happen soon,[],{},{},1,4,[],,['Menlo Church'],0.6652
24,2021-01-19,Tue Jan 19 22:33:31 +0000 2021,1351659078645288960,cityofalhambra,"Alhambra, CA",Not Geo-tagged,"b'@Spinorita Hi, can you email communications@cityofalhambra more info on this? Where are these signs posted at (location please)? Are they on public or private property? Thank you.'","$MENTION$ Hi, can you email communications$MENTION$ more info on this? Where are these signs posted at (location please)? Are they on public or private property? Thank you.","Hi, can you email communications more info on this? Where are these signs posted at (location please)? Are they on public or private property? Thank you.",hi email communications info where signs posted location please are public private property thank,hi email communication info where sign post location please be public private property thank,[],{},{},0,0,[],,['Spiñorita'],0.6531
42,2021-01-19,Tue Jan 19 21:39:43 +0000 2021,1351645538337361920,RockstarSupport,"New York, NY",Not Geo-tagged,b'@IamEitch We can look into this further for you if you submit your account info in a private request here: https://t.co/iLlf5byDom *BK',$MENTION$ We can look into this further for you if you submit your account info in a private request here: $URL$ *BK,We can look into this further for you if you submit your account info in a private request here *BK,we look submit account info private request bk,look submit account info private request bk,[],{},{},0,0,[],http://rsg.ms/support,['Iam Eitch'],0.0
4,2021-01-19,Tue Jan 19 23:52:07 +0000 2021,1351678858009980934,luvitwol,btshineeskz + ggs | black,Not Geo-tagged,"b'@MYSlDES LIKE.. theres so much sht hes done idek how he still has followers.. like he did that, invaded j0nghyuns privacy during proceedings, posted private info, tried to frame idols for crimes they had no connection to.. its so weird'","$MENTION$ LIKE.. theres so much sht hes done idek how he still has followers.. like he did that, invaded j0nghyuns privacy during proceedings, posted private info, tried to frame idols for crimes they had no connection to.. its so weird","LIKE.. theres so much sht hes done idek how he still has followers.. like he did that, invaded j0nghyuns privacy during proceedings, posted private info, tried to frame idols for crimes they had no connection to.. its so weird",like theres much sht hes done idek still followers like invaded nghyuns privacy proceedings posted private info tried frame idols crimes connection weird,like there s much sht s do idek still follower like invaded nghyun privacy proceeding post private info try frame idol crime connection weird,[],{},{},0,2,[],,['BLONDE CHAN 👰🏼\u200d♂️'],0.3164
